"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
293352	8822	0	0	91203285	ADRIAN STATE BANK	322 MAINE AVENUE 	ADRIAN	MN	56110	051	2025-10-21T10:40:30
293437	52	0	12748	62204938	CITIZENS BANK OF WINFIELD, THE	236 BANKHEAD HIGHWAY 	WINFIELD	AL	35594	051	2025-10-28T17:47:47
293651	16161	0	0	91409018	CAMPBELL COUNTY BANK	110 NORTH MAIN STREET 	HERREID	SD	57632	051	2025-10-23T16:23:06
293754	26358	0	0	86505545	STATE BANK OF SOUTHWEST MISSOURI	3310 EAST SUNSHINE 	SPRINGFIELD	MO	65804	051	2025-10-24T14:38:24
294023	9437	0	0	42212050	FIRST STATE BANK	19230 STATE ROUTE 136 	WINCHESTER	OH	456970128	051	2025-10-28T15:39:15
294751	4132	5753	0	103100739	CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA, THE	500 MONTGOMERY SQUARE 	LAWTON	OK	73501	041	2025-10-27T12:47:30
294779	28453	0	0	325170754	TIMBERLAND BANK	624 SIMPSON AVENUE 	HOQUIAM	WA	98550	041	2025-10-30T16:34:15
294827	2448	0	0	51504319	PIONEER COMMUNITY BANK, INC.	5229 COAL HERITAGE ROAD 	IAEGER	WV	24844	051	2026-02-12T15:27:46
295011	13703	13944	0	42204110	GREENVILLE NATIONAL BANK	446 SOUTH BROADWAY STREET 	GREENVILLE	OH	45331	041	2025-10-28T11:19:14
295057	10984	0	0	91908399	SECURITY BANK MINNESOTA	437 BRIDGE AVENUE 	ALBERT LEA	MN	56007	051	2025-10-10T13:27:43
295646	13902	0	0	81917662	FARMERS STATE BANK OF MEDORA	106 WASHINGTON STREET 	MEDORA	IL	62063	051	2025-10-23T15:23:21
296456	14331	0	0	103103396	FIRSTBANK	100 NORTH HIGH STREET 	ANTLERS	OK	74523	051	2025-10-20T18:11:32
296474	29571	0	3681	241271203	HOME SAVINGS AND LOAN COMPANY OF KENTON, OHIO, THE DBA HSLC	116 E FRANKLIN 	KENTON	OH	43326	051	2025-10-22T15:52:51
296559	11777	0	0	101100375	COMMERCIAL BANK	1901 MAIN STREET 	PARSONS	KS	67357	051	2026-01-28T16:02:20
296755	15519	0	0	111321856	CITIZENS STATE BANK	111 SOUTH ROBINSON STREET 	MILES	TX	76861	051	2026-02-04T14:15:12
297051	18019	0	0	101106405	PATRIOTS BANK	131 EAST FOURTH STREET 	GARNETT	KS	66032	051	2025-10-24T11:57:03
297761	22460	0	0	121136808	MONTEREY COUNTY BANK	601 MUNRAS AVENUE 	MONTEREY	CA	93940	051	2025-10-30T00:34:30
298049	10497	0	0	73920654	IOWA STATE BANK	500 AUDUBON STREET 	SAC CITY	IA	50583	051	2025-10-23T16:45:55
298218	15990	0	0	221371356	WATERTOWN SAVINGS BANK	111 CLINTON STREET 	WATERTOWN	NY	13601	051	2026-01-27T13:54:35
298245	3814	8745	0	81204281	CITY NATIONAL BANK OF METROPOLIS, THE	423 FERRY STREET 	METROPOLIS	IL	62960	041	2025-11-05T11:23:02
299868	26363	0	0	322271407	COMMUNITY COMMERCE BANK	390 WEST FOOTHILL BOULEVARD 	CLAREMONT	CA	91711	041	2025-10-24T19:39:41
300009	14134	0	10324	211674775	PASSUMPSIC SAVINGS BANK	497 RAILROAD STREET 	SAINT JOHNSBURY	VT	05819	051	2025-10-29T14:53:57
300063	23086	16840	0	122237858	NEW OMNI BANK, NATIONAL ASSOCIATION	1235 SOUTH GARFIELD AVENUE 	ALHAMBRA	CA	91801	051	2025-10-17T15:15:02
300353	4236	12529	0	103101547	SHAMROCK BANK, NATIONAL ASSOCIATION	101 NORTH MAIN STREET 	COALGATE	OK	74538	051	2025-10-06T09:24:51
300933	9064	0	12506	61210965	PLANTERS FIRST BANK	1620 16TH EAST AVENUE 	CORDELE	GA	31015	041	2025-10-08T16:30:55
300942	19540	0	0	73915782	PIONEER BANK	202 1ST STREET 	SERGEANT BLUFF	IA	51054	041	2025-10-22T15:58:00
301574	30530	0	0	222371656	LAKE SHORE BANK	128 EAST 4TH ST 	DUNKIRK	NY	14048	051	2025-10-22T16:28:58
301800	15970	0	7954	221971264	ULSTER SAVINGS BANK	280 WALL STREET 	KINGSTON	NY	12401	041	2025-10-27T13:39:39
302030	18930	0	0	67001246	BANK OF BELLE GLADE	108 SOUTHEAST AVENUE D 	BELLE GLADE	FL	33430	051	2025-10-30T13:42:28
302133	10471	0	0	71112037	CAMP GROVE STATE BANK	26 MAIN STREET 	CAMP GROVE	IL	61424	051	2025-12-30T14:54:31
302553	18118	0	0	101109923	BANK OF THE PLAINS	411 GRAND AVENUE 	PLAINS	KS	67869	051	2025-10-28T10:25:34
302656	16958	0	0	91915845	MINNWEST BANK	300 S. WASHINGTON 	REDWOOD FALLS	MN	56283	041	2025-10-30T18:07:01
303653	11557	0	0	114907387	FIRST STATE BANK OF BURNET	136 E. WASHINGTON 	BURNET	TX	786113114	051	2025-10-29T18:01:29
303701	14136	0	12132	211674788	WELLS RIVER SAVINGS BANK	34 MAIN STREET NORTH 	WELLS RIVER	VT	05081	051	2025-10-29T16:55:32
303747	3818	0	0	81202869	FIRST BANK AND TRUST COMPANY OF MURPHYSBORO, THE	1403 WALNUT STREET 	MURPHYSBORO	IL	62966	051	2025-10-28T15:00:34
303952	4539	0	0	101903336	FARMERS BANK OF NORTHERN MISSOURI	1604 MAIN STREET 	UNIONVILLE	MO	63565	051	2025-10-27T09:46:46
304173	30544	0	5523	243373248	MARQUETTE SAVINGS BANK	920 PEACH STREET 	ERIE	PA	16501	051	2025-10-30T14:26:28
304520	26847	0	11320	52102228	CHESAPEAKE BANK & TRUST COMPANY	245 HIGH STREET 	CHESTERTOWN	MD	21620	051	2025-10-24T13:36:19
304575	29379	703360	3360	304172210	SIDNEY FEDERAL SAVINGS AND LOAN ASSOCIATION	1045 10TH AVENUE 	SIDNEY	NE	69162	051	2025-10-30T18:15:32
304762	18677	0	0	111317637	VICTORY BANK	4401 MARSHA SHARP FREEWAY 	LUBBOCK	TX	79407	051	2025-10-29T10:07:41
304913	26392	0	0	31100380	DEUTSCHE BANK TRUST COMPANY DELAWARE	111 CONTINENTAL DRIVE, SUITE 102 	NEWARK	DE	19713	041	2025-10-30T13:39:25
305059	11175	0	0	111309030	FIRST STATE BANK, THE	402 9TH STREET 	ABERNATHY	TX	793113419	051	2025-10-29T13:16:54
305077	29384	703367	3367	271973128	PERU FEDERAL SAVINGS BANK	1730 4TH ST 	PERU	IL	61354	051	2025-11-17T09:11:47
305237	2154	0	0	61102332	GEO. D. WARTHEN BANK, THE	216 NORTH HARRIS STREET 	SANDERSVILLE	GA	31082	051	2025-10-30T12:27:45
305442	13305	0	0	83008650	NEW WASHINGTON STATE BANK, THE	402 EAST MAIN STREET 	NEW WASHINGTON	IN	47162	051	2025-10-30T12:30:36
306056	3018	11571	0	107003829	FIRST NATIONAL BANK OF FLEMING, THE	201 NORTH LOGAN STREET 	FLEMING	CO	80728	051	2025-10-20T13:29:38
306159	26499	24219	0	91971533	AMERICAN NATIONAL BANK OF MINNESOTA	7638 WOIDA ROAD 	BAXTER	MN	56425	041	2025-10-23T18:03:16
306337	3614	0	0	71106195	CASEY STATE BANK	305-307 NORTH CENTRAL AVENUE 	CASEY	IL	624201524	051	2025-10-17T09:56:38
306908	7123	0	10785	21909342	JEFF BANK	4864 STATE ROUTE 52 	JEFFERSONVILLE	NY	12748	051	2025-10-24T16:46:42
307062	2850	0	0	124102509	FARMERS BANK	914 MAIN STREET 	BUHL	ID	83316	051	2025-10-22T13:20:25
307334	16288	0	16925	61212235	SOUTHERN BANK	731 CHARLES PERRY AVENUE 	SARDIS	GA	30456	051	2025-10-21T10:12:47
307361	23886	17319	0	111900604	AMERICAN BANK NATIONAL ASSOCIATION	200 WEST HIGHWAY 6 	WACO	TX	76712	051	2025-10-30T14:08:02
307679	23041	0	0	125107707	BANK OF THE PACIFIC	300 EAST MARKET 	ABERDEEN	WA	98520	051	2025-10-30T16:30:16
308256	8848	0	0	91906731	CENBANK	109 WEST YELLOWSTONE TRL 	BUFFALO LAKE	MN	55314	051	2025-10-29T11:22:17
308340	8035	0	0	74912302	BATH STATE BANK	3095 BATH ROAD 	BATH	IN	47010	051	2025-10-30T09:18:53
308836	21635	0	0	71924160	BANK OF BOURBONNAIS	ONE HERITAGE PLAZA 	BOURBONNAIS	IL	60914	051	2025-10-17T15:02:29
309150	14036	0	0	81905768	MISSOURI BANK, THE	104 NORTH HIGHWAY 47 	WARRENTON	MO	63383	051	2025-10-28T13:52:02
309655	4160	0	0	103101356	REGENT BANK	7136 S. YALE, SUITE 100 	TULSA	OK	74136	051	2025-10-30T12:17:21
309851	1098	0	0	91203104	ROOT RIVER STATE BANK	18 SE 3RD STREET 	CHATFIELD	MN	55923	051	2025-10-21T12:43:49
310754	16635	0	0	91916255	LUMINATE BANK	2523 WAYZATA BLVD S, SUITE 100 	MINNEAPOLIS	MN	55405	051	2025-10-30T17:20:01
310978	28513	0	1749	275071770	WATERSTONE BANK	11200 WEST PLANK COURT 	WAUWATOSA	WI	53226	041	2025-10-24T15:24:59
311050	4190	0	0	103100616	AMERICAN HERITAGE BANK	2 SOUTH MAIN STREET 	SAPULPA	OK	74066	051	2025-10-24T17:31:27
311144	16282	0	0	82907493	BANK OF BEARDEN	1 NORTH SECOND STREET 	BEARDEN	AR	71720	051	2025-10-28T16:46:43
311256	5116	0	0	91904827	GRANITE BANK	202 2ND AVENUE SOUTH 	COLD SPRING	MN	56320	051	2025-10-30T12:36:06
311265	5595	8694	0	114902227	YOAKUM NATIONAL BANK, THE	301 WEST GRAND AVENUE 	YOAKUM	TX	779952698	051	2026-02-06T11:15:56
311603	18200	0	8347	211173373	DIME BANK	290 SALEM TURNPIKE BOX 70	NORWICH	CT	06360	051	2025-10-29T12:47:58
311658	5117	8322	0	91206965	FIRST NATIONAL BANK OF COLERAINE, THE	600 POWELL AVENUE 	COLERAINE	MN	55722	051	2025-10-09T12:31:33
311845	8728	0	0	82900872	ARVEST BANK	75 NORTH EAST STREET 	FAYETTEVILLE	AR	72701	041	2025-10-30T16:12:23
311939	9326	0	12422	65202461	WASHINGTON STATE BANK	103 NORTH MAIN STREET 	WASHINGTON	LA	70589	051	2025-10-11T15:27:38
312244	9288	0	0	74905474	FIRST BANK OF BERNE	222 HERITAGE TRAIL 	BERNE	IN	46711	051	2025-10-14T10:18:26
312356	9388	0	0	101207210	CORNERSTONE BANK, THE	117 NORTH MAIN 	SOUTH WEST CITY	MO	64863	051	2025-10-29T14:12:59
313009	13748	12018	0	21310465	UPSTATE NATIONAL BANK, THE	729 PROCTOR AVENUE 	OGDENSBURG	NY	13669	051	2025-11-05T12:50:58
313157	4193	0	0	103106283	SEILING STATE BANK, THE	301 NORTH MAIN STREET 	SEILING	OK	73663	051	2025-10-29T11:03:07
313223	9137	0	0	42212568	OSGOOD BANK	275 WEST MAIN STREET 	OSGOOD	OH	45351	051	2025-10-27T10:08:01
313577	28530	0	1781	275971139	FORWARD BANK	1001 NORTH CENTRAL AVENUE 	MARSHFIELD	WI	54449	051	2025-10-27T08:49:10
314257	5123	0	0	91907125	DEERWOOD BANK	131 SIXTH AVENUE SOUTH 	WAITE PARK	MN	56387	051	2025-10-29T14:09:40
314444	1028	0	0	82901279	FBT BANK & MORTGAGE	200 WEST FOURTH STREET 	FORDYCE	AR	71742	051	2025-11-25T10:58:01
315656	4049	0	0	103000680	FIRST ENTERPRISE BANK	1000 WEST BRITTON ROAD 	OKLAHOMA CITY	OK	73114	051	2026-01-23T10:21:05
316840	23627	0	0	83001314	REPUBLIC BANK & TRUST COMPANY	601 WEST MARKET STREET 	LOUISVILLE	KY	40202	041	2025-10-30T14:46:12
316859	10672	0	0	103105190	EXCHANGE BANK, THE	300 WEST ROGERS BLVD 	SKIATOOK	OK	74070	051	2025-10-15T18:43:59
316934	12121	0	0	71111957	BUCKLEY STATE BANK	102 SOUTH RAILROAD STREET 	BUCKLEY	IL	60918	051	2025-10-22T15:33:39
317258	15489	0	0	81502530	WEST PLAINS BANK AND TRUST COMPANY	11 COURT SQUARE 	WEST PLAINS	MO	65775	051	2025-10-24T11:04:51
317342	258	0	0	83000564	STOCK YARDS BANK & TRUST COMPANY	1040 EAST MAIN STREET 	LOUISVILLE	KY	40206	041	2025-10-30T12:48:02
317379	29476	703519	3519	304971945	HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF GRAND ISLAND	221 SOUTH LOCUST STREET 	GRAND ISLAND	NE	68801	051	2025-10-28T16:39:56
318974	29488	703536	3536	241071212	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LAKEWOOD	14806 DETROIT AVE 	LAKEWOOD	OH	44107	051	2025-10-30T16:35:26
319047	4318	5267	0	74902228	RIDDELL NATIONAL BANK, THE	ONE EAST NATIONAL AVENUE 	BRAZIL	IN	47834	051	2025-10-30T13:36:44
319551	18374	0	0	101114691	SECURITY STATE BANK	506 MAIN STREET 	SCOTT CITY	KS	67871	051	2026-01-21T11:47:43
320034	1730	0	17744	62201533	PEOPLES BANK OF GREENSBORO	1402 STATE STREET 	GREENSBORO	AL	36744	051	2025-10-24T15:52:59
320052	4042	0	0	103104887	LEGACY BANK	101 WEST MAIN STREET 	HINTON	OK	73047	041	2026-02-13T15:25:14
320070	28555	0	1834	242072663	VALLEY CENTRAL BANK	6550 PRINCETON GLENDALE RD. 	LIBERTY TOWNSHIP	OH	45011	051	2025-10-23T14:00:53
320119	19977	0	0	26009768	ISRAEL DISCOUNT BANK OF NEW YORK	1114 AVENUE OF THE AMERICAS 	NEW YORK	NY	10036	041	2025-10-30T11:25:22
321152	6100	0	0	64109536	LINEAGE BANK	3359 ASPEN GROVE DRIVE 	FRANKLIN	TN	37067	041	2025-10-27T17:50:39
321255	15762	0	0	103105637	FIRST AMERICAN BANK	301 WEST MAIN STREET 	STONEWALL	OK	74871	041	2025-10-22T14:15:02
321273	29510	25307	3575	261170371	AFFINITY BANK, NATIONAL ASSOCIATION	3175 HIGHWAY 278 	COVINGTON	GA	30014	051	2025-10-27T10:52:13
321330	11324	0	13394	71105536	FARMERS AND MERCHANTS STATE BANK OF BUSHNELL	484 EAST MAIN STREET 	BUSHNELL	IL	61422	051	2025-10-23T11:55:15
321947	4319	5629	0	74904640	FCN BANK, NATIONAL ASSOCIATION	501 MAIN STREET 	BROOKVILLE	IN	47012	041	2025-10-24T10:01:32
322449	8067	0	0	74912690	COMMUNITY STATE BANK	224 WEST MAIN STREET 	BROOK	IN	47922	051	2025-10-28T16:36:48
322551	1622	0	0	101207773	FIRST SECURITY BANK	4TH AND CEDAR 	UNION STAR	MO	64494	051	2025-10-22T17:12:30
323204	7151	1027	0	22304616	LYONS NATIONAL BANK, THE	35 WILLIAM STREET 	LYONS	NY	14489	051	2025-10-30T11:37:40
323651	3219	5741	0	111905612	GILMER NATIONAL BANK	713 US HIGHWAY 271 N 	GILMER	TX	75644	051	2025-10-27T10:56:10
324153	3217	4410	0	113104712	FIRST NATIONAL BANK OF GIDDINGS	108 EAST AUSTIN 	GIDDINGS	TX	789420269	051	2025-12-05T11:29:29
324229	8397	0	0	44211910	WATERFORD COMMERCIAL AND SAVINGS BANK, THE	20115 ST RT 339 	WATERFORD	OH	45786	051	2025-10-28T12:53:19
324256	13416	0	0	103112439	OKLAHOMA STATE BANK	122 SOUTH HOY 	BUFFALO	OK	73834	051	2025-10-21T13:29:10
324340	1014	0	10747	72408436	CHOICEONE BANK	109 EAST DIVISION 	SPARTA	MI	49345	041	2025-10-27T09:47:18
324854	1468	0	0	84303231	BANK OF CROCKETT	111 EAST MAIN ST. 	BELLS	TN	38006	051	2025-10-09T22:47:18
324863	18059	0	0	124100417	BANK OF COMMERCE, THE	3113 SOUTH 25TH EAST 	IDAHO FALLS	ID	83406	041	2025-10-24T14:27:27
324975	29535	0	3613	271171616	DEWITT SAVINGS BANK	302 WEST MAIN STREET 	CLINTON	IL	61727	051	2025-12-18T15:59:20
325141	1296	0	0	82902265	FARMERS BANK	71 WEST CENTER 	GREENWOOD	AR	72936	041	2025-10-23T12:44:01
325459	5999	0	0	103111155	FIRST STATE BANK IN TEMPLE	111 SOUTH COMMERCIAL 	TEMPLE	OK	73568	051	2025-11-07T10:39:50
325534	902	0	0	71908908	BYRON BANK	200 NORTH WALNUT STREET 	BYRON	IL	61010	051	2025-10-29T19:51:14
326054	15323	0	0	101110404	SILVER LAKE BANK	201 NORTHWEST US HIGHWAY 24 	TOPEKA	KS	66608	051	2025-10-28T09:18:51
326344	11722	0	0	81206328	PEOPLES STATE BANK OF NEWTON, ILLINOIS, THE	100 W. WASHINGTON STREET 	NEWTON	IL	62448	051	2025-10-27T15:25:34
326858	4016	3393	0	91400020	FIRST NATIONAL BANK IN SIOUX FALLS, THE	100 SOUTH PHILLIPS AVENUE 	SIOUX FALLS	SD	57104	051	2025-10-20T15:37:51
326979	26397	0	9582	211870281	GREENFIELD CO-OPERATIVE BANK	63 FEDERAL STREET 	GREENFIELD	MA	01301	051	2025-10-15T17:34:36
327220	8647	0	0	41208421	FARMERS STATE BANK	11 SOUTH MAIN ST. 	WEST SALEM	OH	44287	051	2025-10-10T13:01:55
327305	12874	0	0	11202392	KATAHDIN TRUST COMPANY	11 MAIN STREET 	PATTEN	ME	04765	051	2026-04-23T11:16:57
327435	15465	0	13655	63105285	UNITED SOUTHERN BANK	750 N. CENTRAL AVENUE 	UMATILLA	FL	32784	051	2026-01-21T10:15:42
327556	4208	0	0	103106186	ANCHOR D BANK	222 WEST MAIN STREET 	TEXHOMA	OK	73949	051	2025-10-27T11:12:10
327855	3226	0	0	111905227	CIERA BANK	623 ELM STREET 	GRAHAM	TX	76450	051	2025-11-14T11:34:46
328058	4209	0	0	103103147	FIRST BANK OF THOMAS	301 WEST BROADWAY STREET 	THOMAS	OK	73669	051	2025-10-07T12:57:36
328357	3225	12437	0	111910762	TITAN BANK, N.A.	1701 EAST HUBBARD AVENUE 	MINERAL WELLS	TX	76067	041	2025-10-30T21:05:11
328656	8821	0	0	91211905	UNITED FARMERS STATE BANK	15 4TH STREET SOUTHWEST 	ADAMS	MN	55909	051	2025-10-24T14:23:55
328777	30401	0	5285	231373182	PENN COMMUNITY BANK	3969 DURHAM ROAD 	DOYLESTOWN	PA	18902	041	2025-10-30T07:12:28
329149	16547	0	0	73922115	BANK PLUS	1202 CENTRAL AVENUE 	ESTHERVILLE	IA	51334	051	2025-10-23T15:28:06
329345	88	0	0	82902320	GENERATIONS BANK	3710 SOUTHERN HILLS BOULEVARD, SUITE 100 	ROGERS	AR	71758	051	2025-10-22T14:56:09
329550	22020	0	0	84301408	INSOUTH BANK	111 SOUTH WASHINGTON STREET 	BROWNSVILLE	TN	38012	051	2025-10-30T09:38:58
329952	3228	3727	0	111906161	FIRST NATIONAL BANK OF GRANBURY, THE	101 EAST BRIDGE STREET 	GRANBURY	TX	76048	041	2025-10-28T14:42:46
330239	22271	16579	12700	62202859	FIRST NATIONAL BANK	341 MILITARY STREET SOUTH 	HAMILTON	AL	35570	051	2025-10-29T10:45:28
330248	15763	14436	0	81921551	FIRST NATIONAL BANK OF NOKOMIS	122 WEST STATE STREET 	NOKOMIS	IL	62075	051	2025-10-23T10:05:08
330855	1617	0	0	81903867	BANK OF MISSOURI, THE	916 NORTH KINGSHIGHWAY 	PERRYVILLE	MO	63775	041	2025-10-23T15:44:12
330949	275	0	0	83903742	MORGANTOWN BANK & TRUST COMPANY, INCORPORATED	201 NORTH MAIN STREET 	MORGANTOWN	KY	42261	051	2025-10-23T12:16:37
331076	30422	705313	5313	275971692	FIRST FEDERAL BANK OF WISCONSIN	1617 EAST RACINE AVENUE 	WAUKESHA	WI	53186	051	2025-10-27T16:45:18
331375	26536	0	13786	211370228	BANKGLOUCESTER	160 MAIN STREET 	GLOUCESTER	MA	01930	051	2025-10-22T12:33:10
331544	15092	0	0	75902609	RICHLAND COUNTY BANK	195 WEST COURT STREET 	RICHLAND CENTER	WI	53581	051	2025-10-27T09:58:56
331713	7659	0	0	31312796	NEW TRIPOLI BANK	6748 MADISON STREET 	NEW TRIPOLI	PA	18066	051	2025-10-23T09:16:14
332224	12266	0	13322	53100452	MECHANICS & FARMERS BANK	116 WEST PARRISH STREET 	DURHAM	NC	27701	051	2025-10-30T08:13:11
332671	30434	0	5332	253171003	MORGANTON SAVINGS BANK, S.S.B.	100 SOUTH KING STREET 	MORGANTON	NC	28655	051	2026-04-30T13:35:44
332756	9812	0	0	104911671	ADAMS STATE BANK	649 MAIN ST 	ADAMS	NE	68301	051	2025-10-10T15:17:12
333034	872	0	0	61210237	STATE BANK OF COCHRAN	112 EAST BEECH STREET 	COCHRAN	GA	31014	051	2026-02-20T12:42:10
333203	14158	0	0	11601100	UNION BANK	20 LOWER MAIN STREET 	MORRISVILLE	VT	05661	041	2025-10-21T14:26:15
333650	26522	0	0	101105969	BANK, THE	205 SOUTH PENN AVENUE 	OBERLIN	KS	67749	051	2025-10-22T11:08:06
333856	3230	0	0	111906996	GRANDVIEW BANK	105 EAST CRINER STREET 	GRANDVIEW	TX	76050	051	2026-01-21T10:48:06
333940	3826	11754	0	81918182	FIRST NATIONAL BANK OF OKAWVILLE, THE	203 EAST WALNUT STREET 	OKAWVILLE	IL	62271	041	2025-10-22T13:01:44
334264	22964	0	0	114908289	FIRST COMMUNITY BANK	1151 W HWY 77 	SAN BENITO	TX	785864376	051	2025-10-28T16:12:46
335346	15729	0	0	84100654	PARTNERS BANK	302 CHERRY STREET 	HELENA	AR	72342	051	2025-10-28T21:40:54
336147	15249	0	0	83905685	UNITED CITIZENS BANK & TRUST COMPANY	8198 MAIN STREET 	CAMPBELLSBURG	KY	40011	051	2026-04-16T13:42:48
336361	27043	0	0	111917309	SANGER BANK	1405 WEST CHAPMAN DRIVE 	SANGER	TX	76266	051	2025-10-30T13:53:17
336576	28614	0	1954	275071259	EQUITABLE BANK, S.S.B., THE	2290 NORTH MAYFAIR ROAD 	WAUWATOSA	WI	53226	051	2025-10-28T12:19:36
337340	21721	0	0	71924131	HERITAGE BANK OF SCHAUMBURG	1535 WEST SCHAUMBURG ROAD 	SCHAUMBURG	IL	60194	051	2025-10-22T15:54:46
338646	14662	0	0	81204142	TRUSTBANK	600 EAST MAIN STREET 	OLNEY	IL	62450	051	2026-01-09T16:27:31
338945	11706	0	0	71109037	1ST COMMUNITY BANK	407 3RD STREET 	SHERRARD	IL	61281	051	2025-10-24T16:49:37
339072	31361	706809	6809	311972238	COLONIAL SAVINGS, FA	2626D WEST FREEWAY 	FORT WORTH	TX	76102	041	2025-11-21T08:52:57
339353	5107	0	0	91202736	FIRST SECURITY BANK - CANBY	102 SAINT OLAF AVENUE NORTH 	CANBY	MN	56220	051	2025-10-24T13:15:15
339456	24353	0	0	114911807	FIRST COMMUNITY BANK	416 NORTH WATER STREET 	CORPUS CHRISTI	TX	78401	041	2025-10-29T16:26:41
339607	17743	0	10992	211272630	SACO & BIDDEFORD SAVINGS INSTITUTION	252 MAIN STREET 	SACO	ME	04072	051	2025-10-29T13:36:19
339773	26483	0	12669	211373539	NEEDHAM BANK	1063 GREAT PLAIN AVE 	NEEDHAM	MA	02492	041	2025-12-01T17:36:22
339858	4214	13679	0	103900036	BOKF, NATIONAL ASSOCIATION	ONE WILLIAMS CENTER 	TULSA	OK	74172	041	2025-10-28T13:38:05
340135	21573	0	11347	64202705	BANK OF TENNESSEE	301 EAST CENTER STREET 	KINGSPORT	TN	37660	041	2025-12-30T13:46:02
340144	18569	0	0	75911616	PEOPLES STATE BANK	1905 STEWART AVENUE 	WAUSAU	WI	54401	051	2026-03-17T16:10:45
340256	9751	0	0	91913685	21ST CENTURY BANK	699 NORTH MEDINA STREET 	LORETTO	MN	55357	051	2025-12-31T17:11:49
340443	13813	13975	0	81905344	FIRST NATIONAL BANK IN PINCKNEYVILLE	210 SOUTH MAIN STREET 	PINCKNEYVILLE	IL	62274	051	2025-10-27T15:02:03
340742	11729	0	0	71122933	CIBM BANK	2913 WEST KIRBY AVENUE 	CHAMPAIGN	IL	61821	041	2025-10-28T13:00:53
340751	3067	3248	0	111306198	CLEAR FORK BANK NATIONAL ASSOCIATION	100 SOUTH MAIN STREET 	ALBANY	TX	76430	051	2025-12-12T16:15:56
341310	15987	718043	18043	221971316	WALDEN SAVINGS BANK	15 SCOTT'S CORNER DRIVE 	MONTGOMERY	NY	12549	051	2025-10-30T09:34:09
342054	18841	0	0	81501049	PHELPS COUNTY BANK	718 NORTH PINE STREET 	ROLLA	MO	65401	051	2025-10-29T12:59:26
342410	713	0	0	31315036	ORRSTOWN BANK	4750 LINDLE ROAD 	HARRISBURG	PA	17111	041	2025-10-29T15:02:50
342634	4988	0	15770	65300279	TRUSTMARK BANK	248 E. CAPITOL STREET 	JACKSON	MS	39201	041	2025-10-30T10:58:43
343051	4094	0	0	103103338	BANK OF EUFAULA	102 NORTH MAIN STREET 	EUFAULA	OK	74432	051	2025-10-16T10:09:40
343248	4494	4155	0	73907855	FIRST NATIONAL BANK OF PRIMGHAR, THE	180 SOUTH HAYES AVENUE 	PRIMGHAR	IA	512450068	041	2025-10-14T14:41:53
343770	29677	0	3872	281971301	NASHVILLE SAVINGS BANK	209 EAST LEBANON 	NASHVILLE	IL	622631813	051	2025-10-20T14:20:23
343903	90140	0	12033	211871523	ADAMS COMMUNITY BANK	2 CENTER STREET 	ADAMS	MA	01220	051	2025-10-15T18:16:30
343958	8833	0	0	91215985	CURRIE STATE BANK	141 MILL STREET 	CURRIE	MN	56123	051	2025-10-29T18:47:53
344647	16501	14564	0	81200586	FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION	1201 BROADWAY 	QUINCY	IL	62301	041	2025-11-10T16:10:41
344852	1413	0	0	91911302	PERENNIAL BANK	318 N. 1ST ST. 	DARWIN	MN	55324	051	2025-10-28T17:50:30
345309	18238	0	8593	211173357	CHELSEA GROTON BANK	55 MAIN STREET 	NORWICH	CT	06360	041	2025-10-29T11:16:40
345345	5800	22286	0	73906131	AMERICAN BANK, NATIONAL ASSOCIATION	234 5TH AVENUE SW 	LE MARS	IA	51031	041	2026-01-30T18:45:43
345747	1833	0	0	74908138	STATE BANK	900 EAST 56TH STREET 	BROWNSBURG	IN	46112	041	2026-02-06T08:38:52
345756	12219	0	0	81000993	FIRST STATE BANK OF ST. CHARLES, MISSOURI	206 NORTH FIFTH STREET 	SAINT CHARLES	MO	63301	041	2025-10-30T11:22:09
345877	29700	703912	3912	311170250	CENTURY NEXT BANK	505 NORTH VIENNA STREET 	RUSTON	LA	71270	051	2026-01-28T16:40:26
346379	29705	703920	3920	241270233	FIRST FEDERAL COMMUNITY BANK OF BUCYRUS	119 S SANDUSKY AVE 	BUCYRUS	OH	44820	051	2025-10-29T15:35:42
346566	24902	18063	0	114912479	FIRST NATIONAL BANK OF SOUTH PADRE ISLAND	709 PADRE BOULEVARD 	SOUTH PADRE ISLAND	TX	78597	051	2025-10-24T18:20:43
346771	28445	701611	1611	271170390	FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN-URBANA	1311 SOUTH NEIL STREET 	CHAMPAIGN	IL	61820	051	2025-10-27T15:49:44
347022	2107	10680	15676	53203210	FIRST NATIONAL BANK OF SOUTH CAROLINA	801 GILWAY & INDUSTRIAL ROAD 	HOLLY HILL	SC	29059	051	2025-10-16T08:19:23
347639	16249	0	0	71004271	DEVON BANK	6445 NORTH WESTERN AVENUE 	CHICAGO	IL	60645	051	2026-04-30T13:30:22
